Id,Party,Handle,Tweet,Sentiment,Category
0,Democrat,CongressmanRaja,Please keep everyone affected by the shooting in San Bruno in your thoughts and prayers as we gather the facts and… https://t.co/ox41IBOO2m,0.1779,GunControl
0,Democrat,CongressmanRaja,"Pardons must not become a ""Get Out of Jail Free"" card for President Trump's friends, family, and advisors. https://t.co/YzjzmXjcqn",0.8225,Incarceration
0,Democrat,CongressmanRaja,I'm inspired by all those taking to the streets today and I'll keep fighting for  real gun reform in Congress with… https://t.co/PPGbhTzSNC,-0.1779,GunControl
0,Democrat,RepRaskin,"Without the #IranDeal’s rigorous inspection regime, Iran could resume its illegal nuclear weapons program. Pulling… https://t.co/0N36ebHxwf",-0.6894,GunControl
0,Democrat,RepRaskin,Solidarity with allies who #LightItUpBlue during #AutismAwareness Month to advance greater acceptance of people in… https://t.co/WGiFY3gCat,0.7717,Incarceration
0,Democrat,RepValDemings,"I’m heartbroken by the murder of Deputy William J. Gentry Jr., who was shot last night in the line of duty. Deputy… https://t.co/KYZveKJTV6",-0.875,GunControl
0,Democrat,RepJimmyPanetta,"Powerful feature in this week's @mcweekly on gun violence &amp; school safety, with articles by student journalists fro… https://t.co/SDLLTLWym2",-0.2263,GunControl
0,Democrat,RepJimmyPanetta,"19 years after the horrific shooting at Columbine, we remember the victims &amp; survivors. The devastation of this sen… https://t.co/pGUHfLR81p",-0.8591,GunControl
0,Democrat,RepJimmyPanetta,"Congratulations to Senator Tammy Duckworth, her husband Bryan, and big sister Abigail on the birth of Maile Pearl!… https://t.co/8lu7lVuhvv",0.636,Abortion
0,Democrat,RepJimmyPanetta,"I held a roundtable discussion w/students, school officials &amp; local law enforcement about gun violence &amp; school saf… https://t.co/xc3ljY4Moe",-0.7579,GunControl
0,Democrat,RepStephMurphy,Thank you to @RepCicilline for joining me at @rollinscollege in #WinterPark today to discuss gun violence preventio… https://t.co/L5GIRAs2uo,-0.6124,GunControl
0,Democrat,RepStephMurphy,"ICYMI: ""Stephanie Murphy praises decision to allow gun violence research"" via @SteveLemongello @orlandosentinel… https://t.co/RiG5jb1oeT",-0.296,GunControl
0,Democrat,RepStephMurphy,"Today, millions of Americans across the country are lending their voices to say ENOUGH. Enough to the gun violence… https://t.co/eurABsLrX3",-0.34,GunControl
0,Democrat,RepStephMurphy,RT @RepCurbelo: .@RepCurbelo is a proud co-sponsor of @RepStephMurphy's legislation to allow the @CDCgov to conduct research on gun violenc…,0.3818,GunControl
0,Democrat,RepStephMurphy,Major Breakthrough: It appears #Omnibus will make it clear CDC can research gun violence - something I'm proud to h… https://t.co/3zBehS267k,-0.2023,GunControl
0,Democrat,RepStephMurphy,"My thoughts are w/the students, faculty &amp; families affected by the shooting at Great Mills High. My gratitude is wi… https://t.co/vBRIQNJOZd",0.7783,GunControl
0,Democrat,DonaldNorcross,Today students &amp; teachers across South Jersey &amp; the country are taking a stand to demand action on gun violence. I… https://t.co/4HjfYAydrr,-0.7906,GunControl
0,Democrat,DonaldNorcross,"A moment of silence for Parkland is not enough!

Let’s listen to these brave students &amp; pass gun safety legislation… https://t.co/8s6P9J2OT7",0.6239,GunControl
0,Democrat,DonaldNorcross,"Here are some actions I support to help save American lives: banning assault rifles, stopping suspected terrorists… https://t.co/AKLsgfyitq",0.3182,GunControl
0,Democrat,RepTedLieu,"The #Trump Administration's decision to add a citizenship question to the #2020Census is a dangerous, alarming &amp; de… https://t.co/HOiY614E7G",-0.5574,Immigration
0,Democrat,RepPeteAguilar,This shameful decision by @POTUS  will make birth control unaffordable for thousands of women. #ContraceptionIsCare https://t.co/U8ga82T1IQ,-0.4939,Abortion
0,Democrat,RepPeteAguilar,We need action to reduce gun violence. Proud to cosponsor @DavidCicilline’s bill to ban the sale of dangerous bump… https://t.co/xwN0GuzIyQ,-0.8779,GunControl
0,Democrat,RepMarkTakai,"To honor that history, we must adopt immigration policies that are both compassionate and sensible. #FreedomOfReligionAct",0.7964,Immigration
0,Democrat,RepKathleenRice,"At least 26 people, including kids, felt that way in the moments before they became the victims of another mass shooting in America.",-0.3182,GunControl
0,Democrat,RepKathleenRice,It's been 17 days since the worst mass shooting in US history - &amp; Congress still hasn't taken action to help #EndGunViolence.,-0.34,GunControl
0,Democrat,RepKathleenRice,House Gun Violence Prevention TF Chair &amp; Vice Chairs urge ATF to designate bump stocks as prohibited accessories… https://t.co/hGVEjXz3ZB,-0.7579,GunControl
0,Democrat,RepKathleenRice,Joined Dem colleagues &amp; @GabbyGiffords this morning to honor victims of the Las Vegas shooting &amp; demand action to… https://t.co/FJRBQoWAH0,0.1027,GunControl
0,Democrat,RepKathleenRice,"We can't save every life lost to gun violence in America, but we know we can save some. The question is whether we care enough to try.",-0.5935,GunControl
0,Democrat,RepDebDingell,The SECuRE Act ensures needs of all students are taken into account in campus sexual assault planning &amp; response ef… https://t.co/yu5Pq3xAq3,-0.34,GunControl
0,Democrat,RepDebDingell,"Students are demanding action to prevent gun violence- an issue they face at school, on the street &amp; in their relat… https://t.co/Xj7NdcZdnd",-0.8074,GunControl
0,Democrat,RepDebDingell,"As someone who had to hide in a closet when my father was out of control &amp; had a gun, I want to do something that's… https://t.co/TsTQ3HtTsj",-0.4215,GunControl
0,Democrat,RepDebDingell,Honored to be named co-chair of a new bipartisan working group on response to the Parkland shooting w my friend… https://t.co/aHSJQbHEMK,0.5859,GunControl
0,Democrat,RepDebDingell,Joining my friend @SHDetroit on @wdet this morning to discuss the gun violence epidemic &amp; next steps to keep our ch… https://t.co/mQAtsNRPX7,-0.5106,GunControl
0,Democrat,RepDebDingell,Thanks to SAFE Coalition for bringing the community together to discuss ways to improve gun safety &amp; keep our kids… https://t.co/rbu1MXjVKa,0.87,GunControl
0,Democrat,RepDebDingell,"The immigration debate is not a war of words between two parties, it is about real people’s lives. Thanks to… https://t.co/6HJqVwBAWo",0.8292,Immigration
0,Democrat,RepDebDingell,"Joining my E&amp;C colleagues in calling for a hearing on gun violence prevention research. ""Gun violence must be addre… https://t.co/yGEvtMcrBM",-0.9186,GunControl
0,Democrat,RepBonnie,"RT @RepTedDeutch: On Feb. 14th, 17 students &amp; teachers were killed in another senseless act of gun violence. 

In March, the @NRA posted it…",-0.9001,GunControl
0,Democrat,RepBonnie,The gun epidemic that plagues America continues to spread as a result of the inaction from Congress. It is heartbre… https://t.co/sISJMtYGsT,-0.5267,GunControl
0,Democrat,RepBonnie,"After you read this, you'll understand why the gun epidemic that plagues this nation is a uniquely American problem… https://t.co/eE9nDnsPn7",-0.34,GunControl
0,Democrat,RepBonnie,I'm proud of my F rating from the @NRA. I will continue to fight against the gun lobby by supporting and introducin… https://t.co/OV3OOMj1Hv,0.2732,GunControl
0,Democrat,RepBonnie,I’m honored to have earned an F rating from the @NRA for supporting commonsense gun safety legislation. Alongside… https://t.co/rLKllGu3I1,0.7964,GunControl
0,Democrat,RepBonnie,I hope to see you tomorrow at our #StudentsSpeak Town Hall to address gun violence. We must do what we can to… https://t.co/49mRoZ3W3c,-0.5574,GunControl
0,Democrat,RepBonnie,Great meeting with the @USACEHQ today on updates on their progress with critical flood control projects throughout… https://t.co/1S8L61iMRp,0.6808,GunControl
0,Democrat,RepBonnie,We’ve seen more courage from these students in the past week then Congress has ever had in dealing with the gun epi… https://t.co/OLgkPzkIYB,0.2716,GunControl
0,Democrat,RepBonnie,Allow the CDC to study the gun epidemic that plagues America.,-0.128,GunControl
0,Democrat,RepBonnie,It shouldn’t take another 17 deaths for Congress to finally take action to prevent gun violence. We are calling on… https://t.co/3o2B7mNjEX,-0.7506,GunControl
0,Democrat,RepBonnie,"This is pathetic and sad. What kind of person has to be reminded to say, “I hear you” to victims of gun violence? https://t.co/gnedutVMPt",-0.9393,GunControl
0,Democrat,RepBonnie,"This is absolutely appalling. The idea that 17 being slaughtered in a gun massacre could be a ""reprieve"" from the s… https://t.co/vzmgocOyUE",-0.6361,GunControl
0,Democrat,RepDeSaulnier,"RT @RepTedDeutch: On Feb. 14th, 17 students &amp; teachers were killed in another senseless act of gun violence. 

In March, the @NRA posted it…",-0.9001,GunControl
0,Democrat,RepDeSaulnier,These young leaders have inspired a national movement against gun violence – one that Republicans in Congress must… https://t.co/rmHYVR2UuS,-0.5106,GunControl
0,Democrat,RepDeSaulnier,Kaiser’s new program to study gun violence &amp; address gaps in research is a welcome step forward. Congress needs to… https://t.co/iynzUkTuOm,-0.5423,GunControl
0,Democrat,RepDeSaulnier,"The Trump Administration’s new census question about citizenship could lower the response rate, affect accuracy &amp; i… https://t.co/41PLthyAp7",-0.296,Immigration
0,Democrat,RepRubenGallego,Met with President Tsai Ing-wen today to share a message of friendship and solidarity with the people of Taiwan. https://t.co/573NQaa1zs,0.743,Incarceration
0,Democrat,RepRubenGallego,BREAKING: President under investigation for obstruction of justice pardons man who was convicted of obstruction of… https://t.co/AB29rIaKLy,0.6808,Incarceration
0,Democrat,RepRubenGallego,"I want to live in an America where if you want to carry an assault weapon, you need to visit this website first:… https://t.co/IkYyp3IAEn",-0.6597,GunControl
0,Democrat,RepDonBeyer,"RT @fred_guttenberg: Struggling this morning.  3 months ago I lost my baby girl to a mass casualty shooting at her school in Parkland, Fl.…",-0.8176,GunControl
0,Democrat,RepDonBeyer,These Families Of Parkland Shooting Victims Are Still Waiting To Hear From Trump https://t.co/6RQwDjaF88,-0.3182,GunControl
0,Democrat,RepDonBeyer,"Now they can spend it on nuclear weapons research without inspections, as far as their obligations to us are concer… https://t.co/f8HRwo47FA",-0.4404,GunControl
0,Democrat,RepLawrence,Students are demanding gun control NOW! #EnoughIsEnough #NeverAgain https://t.co/6e4Nmb4IS0,-0.5562,GunControl
0,Democrat,RepLawrence,"“No more silence, end gun violence!” #EnoughIsEnough https://t.co/OSBqODECFr",-0.4508,GunControl
0,Democrat,RepLawrence,Now standing in solidarity with brave and bold students demanding action to prevent gun violence. #EnoughIsEnough… https://t.co/5JvHZ1l8Tq,-0.0258,GunControl
0,Democrat,RepLawrence,Today! Come out and engage in our conversation w/Danielle McGuire on Race &amp; Sexual Assault in our communities. We h… https://t.co/l94nM0piIl,-0.4003,GunControl
0,Democrat,RepLawrence,“America cannot afford for mass shootings and massacres with assault weapons to become the new normal. This is not… https://t.co/jvgESToNhC,-0.7717,GunControl
0,Democrat,RepLawrence,My deepest condolences to loved-ones of the victims of yet another mass shooting in America. But when our children… https://t.co/d4Iw7G21Th,-0.3182,GunControl
0,Democrat,StaceyPlaskett,Proud to stand with America’s students. Your voice is making a difference in the fight for action to prevent gun vi… https://t.co/Y8qDZ3ezqN,-0.2023,GunControl
0,Democrat,StaceyPlaskett,RT @amjoyshow: Celebrities rally behind teen sentenced to life in prison https://t.co/XHCodIZ0FL via @nbcnews,-0.5267,Incarceration
0,Democrat,StaceyPlaskett,"Today, @HouseGOP will bring #HR469 to the Floor. This bill is an assault on Americans’ health, safety, and privacy. New day, same agenda.",-0.25,GunControl
0,Democrat,StaceyPlaskett,"RT @HouseJudDems: 🚨 #BREAKING 🚨In The Wake Of Vegas Mass Shooting, Top @HouseJudDems &amp; @NRDems Call On @SpeakerRyan To Pull Gun Silencer Bi…",-0.1531,GunControl
0,Democrat,RepHastingsFL,"#Momsdontneed cruel immigration policies and raids that tear their families apart. When immigrants thrive, our nati… https://t.co/LU0fLrDMxm",-0.5859,Immigration
0,Democrat,RepHastingsFL,"Tonight, I am again calling for the swift passage of gun safety legislation so no community knows this pain again.… https://t.co/uD9GzPPYuz",-0.6331,GunControl
0,Democrat,RepHastingsFL,The stranglehold of the gun lobby has gone on long enough. They have divided our country and washed their hands of… https://t.co/UQoJztjCNN,-0.3182,GunControl
0,Democrat,RepHastingsFL,#StonemanDouglas shooting survivors will speak to the nation tonight on @CNN. I encourage everyone to tune in at 9P… https://t.co/pSpO3o9VdD,0.5106,GunControl
0,Democrat,RepHastingsFL,"The President’s so-called immigration proposal is absolutely shameful. It is a ransom demand, plain and simple. My… https://t.co/rVW6d61sgg",-0.6115,Immigration
0,Democrat,RepHastingsFL,"No words will ever replace the loss or emptiness that remains after the shooting at #SandyHook Elementary, 5 years… https://t.co/zFspFo7nVd",-0.7506,GunControl
0,Democrat,RepHastingsFL,"“We are cracking down [on] foreign criminal gangs that have brought illegal drugs, violence, horrible bloodshed,”… https://t.co/3brPVLFEfo",-0.9393,Incarceration
0,Democrat,RepHastingsFL,"How many more ""worst mass shooting in US history"" headlines before the @GOP allows us to act on #GunControl?",-0.659,GunControl
0,Democrat,RepHastingsFL,I offer my deepest condolences to those who lost loved ones in last night’s horrific mass shooting in Las Vegas.  https://t.co/Ri96G0jGny,-0.4215,GunControl
0,Democrat,RepKClark,"Today, I stood in solidarity with #RosaMorban, another brave woman in the #metoo movement. #TimesUp https://t.co/hAMfL7cdEo",0.6808,Incarceration
0,Democrat,RepKClark,"Standing in solidarity with and applauding you, @ErinMayeQuade. Displays of courage like yours are how we’ll… https://t.co/fCIHqxH0Ma",0.875,Incarceration
0,Democrat,RepKClark,SOLUTION: Ban access to assault weapons in order to keep our communities safer from #gunviolence #EnoughisEnough… https://t.co/TdBsxYZkKU,-0.667,GunControl
0,Democrat,RepKClark,FACT: 3 of the country's worst 10 mass shootings have been carried out w/assault weapons in just the past 5 months… https://t.co/FrG7JpB0N7,-0.7906,GunControl
0,Democrat,RepKClark,FACT: Americans are 25x more likely to be shot &amp; killed w/a gun than people in other developed countries… https://t.co/eA83Iv9N2s,-0.7845,GunControl
0,Democrat,RepKClark,Proud to join the brave students of #MA5 who are fighting for commonsense gun safety. See you in #Natick tomorrow!… https://t.co/I89WGTifF4,0.784,GunControl
0,Democrat,USRepKCastor,RT @BarackObama: There are few issues more important to the security of the US than the potential spread of nuclear weapons or the potentia…,0.1513,GunControl
0,Democrat,USRepKCastor,⚡️⚡️Celebrated winning shot w thousands!! @TampasDowntown @CurtisHixonPark Wow! Obviously #TheForceIsWithUs… https://t.co/3TZTWVJT0F,0.8433,GunControl
0,Democrat,USRepKCastor,RT @Marlenesokol: Town Hall meeting in Tampa will continue conversation about gun violence https://t.co/GlkK0fkE4b,-0.7579,GunControl
0,Democrat,RepBeatty,"FACT: More than 208,000 students have experienced gun violence since Columbine. #NeverAgain
https://t.co/fenmkanOv9",-0.7579,GunControl
0,Democrat,PeterWelch,On my way to Montpelier to stand with young Vermonters for common sense gun safety reforms.  So impressed with the… https://t.co/HNGlLdMqxv,0.5849,GunControl
0,Democrat,AnthonyBrownMD4,RT @NAACP: Pardon of Arpaio is explicit embrace of the racist policing practices that leave communities fearful of very ppl who should prot…,-0.5859,Incarceration
0,Democrat,AnthonyBrownMD4,Immigration reform would create $700 billion in economic growth for our economy. A #WallofHate is bad economics. #NoBanNoWall,0.0516,Immigration
0,Democrat,RepRobinKelly,"Glad to have the support of the @AmerAcadPeds  &amp; the Pediatric Policy Council on H.R. 4573, the Gun Violence Resear… https://t.co/EkGrPoog4h",-0.2023,GunControl
0,Democrat,RepRobinKelly,"The use of chemical weapons in #Syria is a horrible war crime. An investigation and unified, comprehensive action is needed.",-0.8807,GunControl
0,Democrat,RepRobinKelly,"Not all gun violence victims die, many carry the scars of their trauma for a lifetime. #NeverAgain https://t.co/zPWGillOYh",-0.5676,GunControl
0,Democrat,RepRobinKelly,Early Saturday meeting with @ToniPreckwinkle &amp; @CookCtyHealth on gun violence before the #MarchForOurLives.… https://t.co/um9Q8TyxhK,-0.7579,GunControl
0,Democrat,RepRobinKelly,"In the last 4 years, 165 people have been shot in @SpeakerRyan’s district. You think he’d finally allow a vote to… https://t.co/bSd3QGzdX8",0.2263,GunControl
0,Democrat,RepJuanVargas,I stand in solidarity with the students in my district and across the country who are raising their voices during… https://t.co/F1nEv7DjXB,0.296,Incarceration
0,Democrat,RepJuanVargas,.@MomsDemand and @SDBradyCampaign joined forces to launch San Diegans for Gun Violence Prevention. I applaud their… https://t.co/b7gKh77Duz,-0.5423,GunControl
0,Democrat,RepJuanVargas,".@POTUS continues to disrespect women, insult people of color, and attack our immigrant communities. I will not be… https://t.co/CAsGa7OBao",-0.8481,Immigration
0,Democrat,JuliaBrownley26,"Our men &amp; women in uniform undertake enormous sacrifices to keep us safe. In return, we promise a fair shot at a go… https://t.co/1oNXhpMk6m",0.7579,GunControl
0,Democrat,JuliaBrownley26,Attention Ventura County high school students: I'm hosting Student Town Hall on Gun Safety for you to share your pe… https://t.co/LLJY2akCip,0.3818,GunControl
0,Democrat,JuliaBrownley26,Courageous young people across U.S. have awakened national conscience &amp; are spurring action around gun safety. I wa… https://t.co/ZgPlV7THgs,0.5859,GunControl
0,Democrat,JuliaBrownley26,"Congratulations, @SenDuckworth, on the birth of your daughter - wishing you and your family health and happiness. S… https://t.co/mRzTKUb7Bs",0.8555,Abortion
0,Democrat,JuliaBrownley26,"Since Parkland shooting, we've seen unprecedented wave of student activism on gun safety. Students are pushing for… https://t.co/ClHKndhCXv",0.1027,GunControl
0,Democrat,RepCardenas,Expanding the definition of “public charge” to discriminate &amp; hurt immigrant families runs counter to American idea… https://t.co/MfYLai9R9T,-0.5267,Immigration
0,Democrat,RepCardenas,The inclusion of the citizenship question in the Census is an attack on California and our vibrant communities.,0.0772,Immigration
0,Democrat,RepCardenas,RT @afabc_la: Adding the question of citizenship threatens the count of the thousands of Latinos in LA and around the nation that deserve r…,-0.3818,Immigration
0,Democrat,RepCardenas,"With your sudden enthusiasm for Cesar Chavez and his passion for the dignity of immigrant labor, I look forward to… https://t.co/ueRedMEH0o",0.8225,Immigration
0,Democrat,RepCardenas,@SecAzar has a staff member who abuses his authority and tries enforcing his personal views on immigrant women. He… https://t.co/DifgXLZ9zg,-0.5106,Immigration
0,Democrat,RepCardenas,"As we mourn the victims of yesterday’s shooting in Parkland FL, we must remember: moments of silence will not keep… https://t.co/HsJeRLC3kE",-0.6249,GunControl
0,Democrat,repmarkpocan,"RT @NicholsUprising: Trump’s White House blames #Gaza protesters for getting shot and killed. Democrats should be calling this lie out, but…",-0.8442,GunControl
0,Democrat,repmarkpocan,Just announced my town halls for March 27 and April 2 &amp; 4! Looking forward to discussing gun violence and what acti… https://t.co/uQckJCnjff,-0.7777,GunControl
0,Democrat,repmarkpocan,"This morning I met with students, teachers and advocates affected by the shooting at Marjory Stoneman Douglas High… https://t.co/AqjjvOBAkK",-0.1531,GunControl
0,Democrat,RepDonaldPayne,Have you noticed a parallel between recent calls for gun safety reform by young people and the longtime calls for a… https://t.co/CjeR9NTST7,0.1027,GunControl
0,Democrat,RepDonaldPayne,"TODAY IN JERSEY CITY: A Safer America is Possible, A Town Hall for Teens and Young Adults on Gun Safety

NOTE that… https://t.co/HZYoiWg6bb",0.4939,GunControl
0,Democrat,RepDonaldPayne,The nation is stuck in a deadly loop of gun violence.,-0.8176,GunControl
0,Democrat,RepDonaldPayne,"On Thursday, April 5, I’ll be hosting a town hall at @NJCUniversity for teens and young adults on gun safety. All… https://t.co/DlAH2cE4a0",0.1027,GunControl
0,Democrat,RepDonaldPayne,"We need to end gun violence in the United States. Lives &gt; guns. This morning, I met with young people in my distric… https://t.co/cTjBbIKbbb",-0.5719,GunControl
0,Democrat,RepDonaldPayne,NRA = #NoRepublicanAction on gun safety . . . or the DREAM Act or securing our elections . . . the list goes on. Shameful inaction.,0.0601,GunControl
0,Democrat,RepDonaldPayne,The right-wing is smearing Parkland school shooting survivors. A political attack on children...who does that? How… https://t.co/apMLxtqUYK,-0.4767,GunControl
0,Democrat,RepDonaldPayne,The @NRA and gun lobby are complicit in the deaths that result from our nation’s failure to regulate guns. Why do… https://t.co/J11313GkQF,-0.6808,GunControl
